catalogue_release,observable_id,measurement_id,object_id,observable_name,value,err_plus,err_minus,censoring,unit,uncertainty_kind,source_location
v3-dataset-catalogue,scholtz25_10015338__muv,scholtz25_10015338,,muv,-19.4,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10015338__log_lbol,scholtz25_10015338,,log_lbol,43.9,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10056849__log_mstar,scholtz25_10056849,,log_mstar,7.1,0.06,0.04,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10056849__sfr,scholtz25_10056849,,sfr,1.1,0.05,0.04,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10056849__muv,scholtz25_10056849,,muv,-18.1,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10056849__log_lbol,scholtz25_10056849,,log_lbol,43.2,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10056849__neiv2424_flux,scholtz25_10056849,,neiv2424_flux,16.75,1.7,1.7,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_10058975__log_mstar,scholtz25_10058975,,log_mstar,8.1,0.03,0.03,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10058975__sfr,scholtz25_10058975,,sfr,6.6,0.2,0.2,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10058975__muv,scholtz25_10058975,,muv,-20.3,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10058975__log_lbol,scholtz25_10058975,,log_lbol,44.4,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_10058975__neiv2424_flux,scholtz25_10058975,,neiv2424_flux,1.88,0.48,0.48,detection,1e-19 erg/s/cm2,published_asymmetric,Scholtz et al. (2025) Appendix Table A.1
v3-dataset-catalogue,scholtz25_00095256__log_mstar,scholtz25_00095256,,log_mstar,7.4,0.12,0.33,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00095256__sfr,scholtz25_00095256,,sfr,0.3,0.21,0.14,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00095256__muv,scholtz25_00095256,,muv,-16.9,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00095256__log_lbol,scholtz25_00095256,,log_lbol,43.0,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00111091__log_mstar,scholtz25_00111091,,log_mstar,8.6,0.03,0.04,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00111091__sfr,scholtz25_00111091,,sfr,0.4,0.03,0.01,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00111091__muv,scholtz25_00111091,,muv,-17.4,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00111091__log_lbol,scholtz25_00111091,,log_lbol,41.6,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00201127__log_mstar,scholtz25_00201127,,log_mstar,8.2,0.06,0.08,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00201127__sfr,scholtz25_00201127,,sfr,2.1,0.26,0.27,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00201127__muv,scholtz25_00201127,,muv,-18.5,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00201127__log_lbol,scholtz25_00201127,,log_lbol,43.7,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00202208__log_mstar,scholtz25_00202208,,log_mstar,8.1,0.02,0.02,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00202208__sfr,scholtz25_00202208,,sfr,11.7,0.11,0.06,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00202208__muv,scholtz25_00202208,,muv,-19.7,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00202208__log_lbol,scholtz25_00202208,,log_lbol,42.3,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00208643__log_mstar,scholtz25_00208643,,log_mstar,7.2,0.01,0.01,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00208643__sfr,scholtz25_00208643,,sfr,1.5,0.04,0.04,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00208643__muv,scholtz25_00208643,,muv,-18.0,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00208643__log_lbol,scholtz25_00208643,,log_lbol,43.0,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00099671__log_mstar,scholtz25_00099671,,log_mstar,7.5,0.05,0.05,detection,log10(Msun),published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00099671__sfr,scholtz25_00099671,,sfr,1.2,0.07,0.06,detection,Msun/yr,published_asymmetric,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00099671__muv,scholtz25_00099671,,muv,-18.0,,,detection,AB mag,not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,scholtz25_00099671__log_lbol,scholtz25_00099671,,log_lbol,42.9,,,detection,log10(erg/s),not_published,Scholtz et al. (2025) Table 1
v3-dataset-catalogue,UNCOVER4286_greene24__log_mbh,UNCOVER4286_greene24,UNCOVER-4286,log_mbh,8.0,0.3,0.3,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER4286_greene24__lensing_mu,UNCOVER4286_greene24,UNCOVER-4286,lensing_mu,1.62,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER13123_greene24__log_mbh,UNCOVER13123_greene24,A2744-QSO1,log_mbh,7.3,0.2,0.2,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER13123_greene24__lensing_mu,UNCOVER13123_greene24,A2744-QSO1,lensing_mu,6.15,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER13821_greene24__log_mbh,UNCOVER13821_greene24,UNCOVER-13821,log_mbh,8.1,0.2,0.2,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER13821_greene24__lensing_mu,UNCOVER13821_greene24,UNCOVER-13821,lensing_mu,1.59,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER20466_greene24__log_mbh,UNCOVER20466_greene24,UNCOVER-20466,log_mbh,8.17,0.42,0.42,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER20466_greene24__lensing_mu,UNCOVER20466_greene24,UNCOVER-20466,lensing_mu,1.33,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER23608_greene24__log_mbh,UNCOVER23608_greene24,UNCOVER-23608,log_mbh,7.5,0.2,0.2,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER23608_greene24__lensing_mu,UNCOVER23608_greene24,UNCOVER-23608,lensing_mu,2.07,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER35488_greene24__log_mbh,UNCOVER35488_greene24,UNCOVER-35488,log_mbh,7.4,0.2,0.2,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER35488_greene24__lensing_mu,UNCOVER35488_greene24,UNCOVER-35488,lensing_mu,3.38,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER38108_greene24__log_mbh,UNCOVER38108_greene24,UNCOVER-38108,log_mbh,8.4,0.5,0.5,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER38108_greene24__lensing_mu,UNCOVER38108_greene24,UNCOVER-38108,lensing_mu,1.59,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER41225_greene24__log_mbh,UNCOVER41225_greene24,UNCOVER-41225,log_mbh,7.7,0.4,0.4,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER41225_greene24__lensing_mu,UNCOVER41225_greene24,UNCOVER-41225,lensing_mu,1.5,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,UNCOVER45924_greene24__log_mbh,UNCOVER45924_greene24,UNCOVER-45924,log_mbh,8.9,0.1,0.1,detection,log10(Msun),published_symmetric_1sigma,Tables 1 and 3
v3-dataset-catalogue,UNCOVER45924_greene24__lensing_mu,UNCOVER45924_greene24,UNCOVER-45924,lensing_mu,1.59,,,detection,dimensionless,not_published,Tables 1 and 3
v3-dataset-catalogue,RUBIESEGS61496_kocevski25__log_mbh,RUBIESEGS61496_kocevski25,RUBIES-EGS-61496,log_mbh,7.04,0.17,0.17,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS61496_kocevski25__halpha_broad_fwhm,RUBIESEGS61496_kocevski25,RUBIES-EGS-61496,halpha_broad_fwhm,1800.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS61496_kocevski25__log_mstar,RUBIESEGS61496_kocevski25,RUBIES-EGS-61496,log_mstar,8.53,0.33,0.33,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS55604_kocevski25__log_mbh,RUBIESEGS55604_kocevski25,RUBIES-EGS-55604,log_mbh,9.31,0.1,0.1,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS55604_kocevski25__hbeta_broad_fwhm,RUBIESEGS55604_kocevski25,RUBIES-EGS-55604,hbeta_broad_fwhm,4860.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS55604_kocevski25__log_mstar,RUBIESEGS55604_kocevski25,RUBIES-EGS-55604,log_mstar,10.1,0.22,0.22,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS927271_kocevski25__log_mbh,RUBIESEGS927271_kocevski25,RUBIES-EGS-927271,log_mbh,6.97,0.18,0.18,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS927271_kocevski25__halpha_broad_fwhm,RUBIESEGS927271_kocevski25,RUBIES-EGS-927271,halpha_broad_fwhm,1410.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESEGS927271_kocevski25__log_mstar,RUBIESEGS927271_kocevski25,RUBIES-EGS-927271,log_mstar,8.85,0.37,0.37,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS50716_kocevski25__log_mbh,RUBIESUDS50716_kocevski25,RUBIES-UDS-50716,log_mbh,7.52,0.11,0.11,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS50716_kocevski25__halpha_broad_fwhm,RUBIESUDS50716_kocevski25,RUBIES-UDS-50716,halpha_broad_fwhm,2280.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS50716_kocevski25__log_mstar,RUBIESUDS50716_kocevski25,RUBIES-UDS-50716,log_mstar,8.35,0.26,0.26,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS59971_kocevski25__log_mbh,RUBIESUDS59971_kocevski25,RUBIES-UDS-59971,log_mbh,6.83,0.2,0.2,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS59971_kocevski25__halpha_broad_fwhm,RUBIESUDS59971_kocevski25,RUBIES-UDS-59971,halpha_broad_fwhm,1540.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS59971_kocevski25__log_mstar,RUBIESUDS59971_kocevski25,RUBIES-UDS-59971,log_mstar,8.31,0.27,0.27,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS63166_kocevski25__log_mbh,RUBIESUDS63166_kocevski25,RUBIES-UDS-63166,log_mbh,7.82,0.17,0.17,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS63166_kocevski25__halpha_broad_fwhm,RUBIESUDS63166_kocevski25,RUBIES-UDS-63166,halpha_broad_fwhm,2200.0,,,detection,km/s,not_published,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,RUBIESUDS63166_kocevski25__log_mstar,RUBIESUDS63166_kocevski25,RUBIES-UDS-63166,log_mstar,8.24,0.41,0.41,detection,log10(Msun),published_symmetric_1sigma,Table 5 canonical-mass z>=4 additions
v3-dataset-catalogue,SKYFIRE299_skyfire26__log_mbh,SKYFIRE299_skyfire26,SKYFIRE-299,log_mbh,7.31,0.03,0.03,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE299_skyfire26__halpha_broad_fwhm,SKYFIRE299_skyfire26,SKYFIRE-299,halpha_broad_fwhm,1896.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE1090_skyfire26__log_mbh,SKYFIRE1090_skyfire26,SKYFIRE-1090,log_mbh,6.73,0.08,0.09,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE1090_skyfire26__halpha_broad_fwhm,SKYFIRE1090_skyfire26,SKYFIRE-1090,halpha_broad_fwhm,1141.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE1867_skyfire26__log_mbh,SKYFIRE1867_skyfire26,SKYFIRE-1867,log_mbh,6.94,0.11,0.12,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE1867_skyfire26__halpha_broad_fwhm,SKYFIRE1867_skyfire26,SKYFIRE-1867,halpha_broad_fwhm,1640.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE2086_skyfire26__log_mbh,SKYFIRE2086_skyfire26,SKYFIRE-2086,log_mbh,7.42,0.05,0.05,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE2086_skyfire26__halpha_broad_fwhm,SKYFIRE2086_skyfire26,SKYFIRE-2086,halpha_broad_fwhm,2111.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE3519_skyfire26__log_mbh,SKYFIRE3519_skyfire26,SKYFIRE-3519,log_mbh,7.17,0.06,0.07,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE3519_skyfire26__halpha_broad_fwhm,SKYFIRE3519_skyfire26,SKYFIRE-3519,halpha_broad_fwhm,1946.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE9382_skyfire26__log_mbh,SKYFIRE9382_skyfire26,SKYFIRE-9382,log_mbh,5.89,0.14,0.17,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE9382_skyfire26__halpha_broad_fwhm,SKYFIRE9382_skyfire26,SKYFIRE-9382,halpha_broad_fwhm,596.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE12630_skyfire26__log_mbh,SKYFIRE12630_skyfire26,SKYFIRE-12630,log_mbh,7.08,0.19,0.23,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE12630_skyfire26__halpha_broad_fwhm,SKYFIRE12630_skyfire26,SKYFIRE-12630,halpha_broad_fwhm,2215.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE17484_skyfire26__log_mbh,SKYFIRE17484_skyfire26,SKYFIRE-17484,log_mbh,6.78,0.11,0.13,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE17484_skyfire26__halpha_broad_fwhm,SKYFIRE17484_skyfire26,SKYFIRE-17484,halpha_broad_fwhm,1524.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE20952_skyfire26__log_mbh,SKYFIRE20952_skyfire26,SKYFIRE-20952,log_mbh,7.19,0.07,0.07,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE20952_skyfire26__halpha_broad_fwhm,SKYFIRE20952_skyfire26,SKYFIRE-20952,halpha_broad_fwhm,1882.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE21749_skyfire26__log_mbh,SKYFIRE21749_skyfire26,SKYFIRE-21749,log_mbh,7.22,0.04,0.04,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE21749_skyfire26__halpha_broad_fwhm,SKYFIRE21749_skyfire26,SKYFIRE-21749,halpha_broad_fwhm,1601.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE22814_skyfire26__log_mbh,SKYFIRE22814_skyfire26,SKYFIRE-22814,log_mbh,6.75,0.2,0.24,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE22814_skyfire26__halpha_broad_fwhm,SKYFIRE22814_skyfire26,SKYFIRE-22814,halpha_broad_fwhm,1299.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE23289_skyfire26__log_mbh,SKYFIRE23289_skyfire26,SKYFIRE-23289,log_mbh,7.51,0.03,0.03,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE23289_skyfire26__halpha_broad_fwhm,SKYFIRE23289_skyfire26,SKYFIRE-23289,halpha_broad_fwhm,2109.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE23961_skyfire26__log_mbh,SKYFIRE23961_skyfire26,SKYFIRE-23961,log_mbh,7.11,0.05,0.06,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE23961_skyfire26__halpha_broad_fwhm,SKYFIRE23961_skyfire26,SKYFIRE-23961,halpha_broad_fwhm,1702.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE25941_skyfire26__log_mbh,SKYFIRE25941_skyfire26,SKYFIRE-25941,log_mbh,6.81,0.2,0.25,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE25941_skyfire26__halpha_broad_fwhm,SKYFIRE25941_skyfire26,SKYFIRE-25941,halpha_broad_fwhm,1424.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE26079_skyfire26__log_mbh,SKYFIRE26079_skyfire26,SKYFIRE-26079,log_mbh,7.51,0.04,0.04,detection,log10(Msun),published_symmetric_1sigma,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE26079_skyfire26__halpha_broad_fwhm,SKYFIRE26079_skyfire26,SKYFIRE-26079,halpha_broad_fwhm,2182.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE30148_skyfire26__log_mbh,SKYFIRE30148_skyfire26,SKYFIRE-30148,log_mbh,7.1,0.07,0.08,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE30148_skyfire26__halpha_broad_fwhm,SKYFIRE30148_skyfire26,SKYFIRE-30148,halpha_broad_fwhm,1671.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE44039_skyfire26__log_mbh,SKYFIRE44039_skyfire26,SKYFIRE-44039,log_mbh,6.93,0.15,0.18,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE44039_skyfire26__halpha_broad_fwhm,SKYFIRE44039_skyfire26,SKYFIRE-44039,halpha_broad_fwhm,1641.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE83652_skyfire26__log_mbh,SKYFIRE83652_skyfire26,SKYFIRE-83652,log_mbh,6.6,0.1,0.12,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE83652_skyfire26__halpha_broad_fwhm,SKYFIRE83652_skyfire26,SKYFIRE-83652,halpha_broad_fwhm,1202.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE92141_skyfire26__log_mbh,SKYFIRE92141_skyfire26,SKYFIRE-92141,log_mbh,6.99,0.12,0.14,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE92141_skyfire26__halpha_broad_fwhm,SKYFIRE92141_skyfire26,SKYFIRE-92141,halpha_broad_fwhm,1897.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE504101_skyfire26__log_mbh,SKYFIRE504101_skyfire26,SKYFIRE-504101,log_mbh,7.27,0.08,0.09,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE504101_skyfire26__halpha_broad_fwhm,SKYFIRE504101_skyfire26,SKYFIRE-504101,halpha_broad_fwhm,2437.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE530722_skyfire26__log_mbh,SKYFIRE530722_skyfire26,SKYFIRE-530722,log_mbh,5.96,0.16,0.2,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE530722_skyfire26__halpha_broad_fwhm,SKYFIRE530722_skyfire26,SKYFIRE-530722,halpha_broad_fwhm,574.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE534080_skyfire26__log_mbh,SKYFIRE534080_skyfire26,SKYFIRE-534080,log_mbh,6.55,0.2,0.24,detection,log10(Msun),published_asymmetric,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,SKYFIRE534080_skyfire26__halpha_broad_fwhm,SKYFIRE534080_skyfire26,SKYFIRE-534080,halpha_broad_fwhm,1388.0,,,detection,km/s,not_published,Table 3 z>=4 rows with numerical black-hole masses
v3-dataset-catalogue,CEERS1019_larson23__log_mbh,CEERS1019_larson23,CEERS-1019,log_mbh,6.95,0.37,0.37,detection,log10(Msun),published_symmetric_1sigma,Published CEERS 1019 measurements
v3-dataset-catalogue,CEERS1019_larson23__hbeta_broad_fwhm,CEERS1019_larson23,CEERS-1019,hbeta_broad_fwhm,1200.0,,,detection,km/s,not_published,Published CEERS 1019 measurements
v3-dataset-catalogue,CEERS1019_larson23__log_mstar,CEERS1019_larson23,CEERS-1019,log_mstar,9.5,,,detection,log10(Msun),not_published,Published CEERS 1019 measurements
v3-dataset-catalogue,CEERS1019_larson23__edd_ratio,CEERS1019_larson23,CEERS-1019,edd_ratio,1.2,0.5,0.5,detection,dimensionless,published_symmetric_1sigma,Published CEERS 1019 measurements
v3-dataset-catalogue,J06471045_killi24__log_mbh,J06471045_killi24,J0647-1045,log_mbh,8.9,0.03,0.03,detection,log10(Msun),published_symmetric_1sigma,Published J0647-1045 measurements
v3-dataset-catalogue,J06471045_killi24__halpha_broad_fwhm,J06471045_killi24,J0647-1045,halpha_broad_fwhm,4300.0,,,detection,km/s,not_published,Published J0647-1045 measurements
v3-dataset-catalogue,ZS7_ubler24__log_mbh,ZS7_ubler24,ZS7,log_mbh,7.7,0.4,0.4,detection,log10(Msun),published_symmetric_1sigma,Table 2
v3-dataset-catalogue,ZS7_ubler24__hbeta_broad_fwhm,ZS7_ubler24,ZS7,hbeta_broad_fwhm,3660.0,300.0,300.0,detection,km/s,published_symmetric_1sigma,Table 2
v3-dataset-catalogue,ZS7_ubler24__log_lbol,ZS7_ubler24,ZS7,log_lbol,44.9,0.1,0.1,detection,log10(erg/s),published_symmetric_1sigma,Table 2
v3-dataset-catalogue,ZS7_ubler24__edd_ratio,ZS7_ubler24,ZS7,edd_ratio,0.14,,,detection,dimensionless,not_published,Table 2
v3-dataset-catalogue,GNZ11_maiolino24__log_mbh,GNZ11_maiolino24,GN-z11,log_mbh,6.2,0.3,0.3,detection,log10(Msun),published_symmetric_1sigma,Published GN-z11 black-hole measurement
v3-dataset-catalogue,GN42437_chisholm24__log_mstar,GN42437_chisholm24,GN-42437,log_mstar,7.9,,,detection,log10(Msun),not_published,Table 1 and Section 5
v3-dataset-catalogue,GN42437_chisholm24__log_mbh_context_low,GN42437_chisholm24,GN-42437,log_mbh_context_low,5.0,,,lower_limit,log10(Msun),limit,Table 1 and Section 5
v3-dataset-catalogue,GN42437_chisholm24__log_mbh_context_high,GN42437_chisholm24,GN-42437,log_mbh_context_high,7.0,,,upper_limit,log10(Msun),limit,Table 1 and Section 5
v3-dataset-catalogue,CEERS23_mazzolari24__log_mstar,CEERS23_mazzolari24,CEERS-23,log_mstar,9.17,,,detection,log10(Msun),not_published,Table 3
v3-dataset-catalogue,CEERS23_mazzolari24__log_lbol,CEERS23_mazzolari24,CEERS-23,log_lbol,44.92,,,detection,log10(erg/s),not_published,Table 3
v3-dataset-catalogue,CEERS355_mazzolari24__log_mstar,CEERS355_mazzolari24,CEERS-355,log_mstar,8.37,,,detection,log10(Msun),not_published,Table 3
